b	Eénmaal	Eenmaal
b	allemáál	allemaal
b	alléén	alleen
b	behóórlijk	behoorlijk
b	bestáán	bestaan
b	bestáát	bestaat
b	bén	ben
b	béste	beste
b	béter	beter
b	béétje	beetje
b	béíde	beide
k	bínnen	binnen
b	bóven	boven
b	búíten	buiten
b	daarná	daarna
b	daarnáást	daarnaast
b	daarvóór	daarvoor
b	dán	dan
b	dát	dat
b	dáár	daar
b	dááraan	daaraan
b	dáárdoor	daardoor
b	dáárheen	daarheen
b	dáárin	daarin
b	dáármee	daarmee
b	dáárna	daarna
b	dáárom	daarom
b	dáárop	daarop
b	dáárover	daarover
b	dáárvoor	daarvoor
b	dé	de
b	déze	deze
b	dít	dit
b	díé	die
b	dóór	door
b	dóórgaan	doorgaan
b	dóórvragen	doorvragen
b	dús	dus
b	ervóór	ervoor
b	gehóórd	gehoord
b	gelóóf	geloof
b	gelóóft	gelooft
b	gewóón	gewoon
b	gróte	grote
b	gróót	groot
b	gáát	gaat
b	géén	geen
k	halló	hallo
b	helemáál	helemaal
b	hiervóór	hiervoor
b	hoevéél	hoeveel
b	háár	haar
b	héb	heb
b	hébben	hebben
b	héle	hele
b	hélemaal	helemaal
b	hém	hem
b	hén	hen
b	hét	het
b	hééft	heeft
b	héél	heel
b	héérlijk	heerlijk
b	híér	hier
b	hóé	hoe
b	hóéven	hoeven
b	hóóg	hoog
b	hóór	hoor
b	hóórde	hoorde
b	hóórt	hoort
b	hún	hun
b	iederéén	iedereen
b	inéén	ineen
b	járen	jaren
b	júíst	juist
b	kán	kan
b	kúnnen	kunnen
b	mág	mag
b	máár	maar
b	mét	met
b	mógen	mogen
b	móést	moest
b	móét	moet
b	móéten	moeten
b	móói	mooi
b	natúúrlijk	natuurlijk
b	ná	na
b	nádat	nadat
b	náást	naast
b	nérgens	nergens
b	nét	net
b	níét	niet
b	nóg	nog
b	nóóit	nooit
b	nú	nu
b	omdát	omdat
b	persóónlijk	persoonlijk
b	sámen	samen
b	súper	super
b	twéé	twee
b	twééde	tweede
b	twéémaal	tweemaal
b	té	te
b	tégen	tegen
b	tóch	toch
b	vergéét	vergeet
b	voorkómen	voorkomen
b	vréét	vreet
b	vér	ver
b	vérgaand	vergaand
b	vérgaande	vergaande
b	vérstrekkende	verstrekkende
b	véél	veel
b	vólgend	volgend
b	vólgende	volgende
b	vóór	voor
b	vóóraan	vooraan
b	vóóraf	vooraf
b	vóórafgaand	voorafgaand
b	vóóral	vooral
b	vóórdat	voordat
b	vóórgaat	voorgaat
b	vóórkomen	voorkomen
b	vóórkomende	voorkomende
b	vóórkomt	voorkomt
b	vóórstemmers	voorstemmers
b	vóóruit	vooruit
b	waarvóór	waarvoor
b	waaróm	waarom
b	waaróp	waarop
b	wás	was
b	wát	wat
b	wáár	waar
b	wég	weg
b	wél	wel
b	wélk	welk
b	wélke	welke
b	wérkelijk	werkelijk
b	wéten	weten
b	wéér	weer
b	wéét	weet
b	wíé	wie
b	wórden	worden
b	zovéélste	zoveelste
b	zál	zal
b	zéker	zeker
b	zélf	zelf
b	zélfs	zelfs
b	zéér	zeer
b	zó	zo
b	zódanig	zodanig
b	zómaar	zomaar
b	zónder	zonder
b	zóveel	zoveel
b	zóver	zover
b	zózeer	zozeer
b	zúlke	zulke
b	álle	alle
b	álles	alles
b	áls	als
b	áltijd	altijd
b	ánder	ander
b	ándere	andere
b	ánderen	anderen
b	ánders	anders
b	écht	echt
b	échte	echte
b	élk	elk
b	élke	elke
b	én	en
b	éne	ene
b	énig	enig
b	énige	enige
b	énkel	enkel
b	énkele	enkele
b	énorm	enorm
b	érg	erg
b	éven	even
K	één	een
b	één duizendste	een duizendste
b	één tiende	een tiende
b	één vijfde	een vijfde
b	éénduidige	eenduidige
b	éénheid	eenheid
b	éénheidsworst	eenheidsworst
b	éénjarig	eenjarig
b	éénjarige	eenjarige
b	éénmaal	eenmaal
b	éénmalig	eenmalig
b	éénmalige	eenmalige
b	éénoudergezinnen	eenoudergezinnen
b	éénrichtingsverkeer	eenrichtingsverkeer
b	ééns	eens
b	ééntalig	eentalig
b	ééntalige	eentalige
b	ééntje	eentje
b	éénzijdig	eenzijdig
b	éénzijdige	eenzijdige
b	éér	eer
b	éérder	eerder
b	éérlijk	eerlijk
b	éérst	eerst
b	éérste	eerste
b	ín	in
b	íémand	iemand
b	íéts	iets
b	óf	of
b	ófwel	ofwel
b	óm	om
b	ómdat	omdat
b	óndanks	ondanks
b	ónder	onder
b	ónderdeel	onderdeel
b	óns	ons
b	ónze	onze
b	óp	op
b	ópen	open
b	óver	over
b	óveral	overal
b	óóit	ooit
b	óók	ook
b	ú	u
b	úw	uw
